file,line,old_name,new_name,exact_reference,classification,safe_to_change,compatibility_needed,action_taken,rollback
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,6,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),a55c188d62efedbb2d693286bbf64fe86ebb001a7321707b07b1854ac541a446  /Users/yabigdd/MoneyMachine/reports/DAILY_OPERATOR.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,7,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),319ac6edd2019a3f8de957e338b2887429b3354cb238375a5686722c139daf41  /Users/yabigdd/MoneyMachine/reports/KPI_DASHBOARD.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,8,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),13bd99d2bd065ba11137b4d748d5399f08e9d7f2379be297ea005d23e3b71584  /Users/yabigdd/MoneyMachine/reports/TOKEN_AUDIT.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,9,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),75620bf8ccbe7596ef45230c3454d3376fb81e7d918d9f579469314b319bbcf5  /Users/yabigdd/MoneyMachine/outbox/5.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),995867f90e888c812f633dbf1bbb117bef998f1a5afd3a90a3fef2d5857068df  /Users/yabigdd/MoneyMachine/outbox/15.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),a01ab00d50472a1ef6db0b932871ebbda83778d890bfb5d40f096f4b85719f8d  /Users/yabigdd/MoneyMachine/proposals/5-pilot.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,12,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),62fc3c45a00b566b7d3d297ff3ff829257e839194f89ac0b6182a6bd0d4ebdc7  /Users/yabigdd/MoneyMachine/proposals/15-pilot.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,13,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),d3657aa07a5b290449507298bc4c2ae2f95c5dda95b58129961e53f0f3d2cb2a  /Users/yabigdd/MoneyMachine/proposals/PILOT_PROPOSAL_TEMPLATE.md,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,14,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),1da338c97704808c20a8055de312e1ecab2cdcfff8073eaa8d0387c35a4bee42  /Users/yabigdd/MoneyMachine/scripts/mm_operator.py,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,15,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),6efa0ceb7bfc60d6b0db4b9f5f9bb776569199af4d3d0c2ec9805656adda54c9  /Users/yabigdd/MoneyMachine/scripts/init_db.py,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,16,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),03a39d82b159710dee6546e4f467b4897387f887e8e56c9d1e84e60da605edf3  /Users/yabigdd/MoneyMachine/scripts/run_dummy_pipeline.py,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,17,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),d4699506eb8e1341b12865575698b53d34672eee1d30093075b084793dc3fafa  /Users/yabigdd/MoneyMachine/prospects/heat-force/demo/enquiry-form.html,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CHECKSUMS_SHA256.txt,18,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),e0533f444a114315e8f3eb225ee33c045597c4b5cafb56199aa69058b83e885b  /Users/yabigdd/MoneyMachine/prospects/evoke-renovations/demo/testimonial-section.html,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,3,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),**Purpose:** Concise summary for Codex audit of MoneyMachine system,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,15,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"1. Created MoneyMachine workspace (~/MoneyMachine/) with database, scripts, config, reports.",historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,40,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Database:** ~/MoneyMachine/database/money_machine.db,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,41,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Hermes executable:** /Users/yabigdd/.local/bin/hermes,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,42,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Hermes install:** /Users/yabigdd/.hermes/hermes-agent,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,44,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **MoneyMachine root:** ~/MoneyMachine/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,45,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Operator script:** ~/MoneyMachine/scripts/mm_operator.py,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,46,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Approval gates:** ~/MoneyMachine/config/approval_gates.yaml,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,47,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Routing config:** ~/MoneyMachine/control-plane/config/routing.yaml,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,48,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Outbox:** ~/MoneyMachine/outbox/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,49,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Proposals:** ~/MoneyMachine/proposals/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,50,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Prospects:** ~/MoneyMachine/prospects/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/CODEX_HANDOFF.md,51,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Reports:** ~/MoneyMachine/reports/,historical,False,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/DATABASE_SCHEMA.sql,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),-- MoneyMachine Database Schema,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/DATABASE_SCHEMA.sql,2,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),-- Source: ~/MoneyMachine/database/money_machine.db,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/DATABASE_STATE.md,3,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),**Database:** ~/MoneyMachine/database/money_machine.db,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/EVOKE_RENOVATIONS_PACKET.md,83,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Conclusion:** No actual send has been made for Evoke Renovations through the MoneyMachine system.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,1,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),# Filesystem Inventory: ~/MoneyMachine,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,9,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/ | dir | - | - |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,10,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/.env | file | 84B | Sep 4 23:46 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,11,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/.gitignore | file | 102B | Sep 5 00:05 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,12,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/.git/ | dir | - | - |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,13,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/BACKUP_MANIFEST.md | file | 11K | Sep 8 02:52 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,14,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/CURRENT_STATE.md | file | 17K | Sep 8 02:45 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,15,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/EXECUTION_PLAN.md | file | 18K | Sep 8 02:50 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,16,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/FIRST_REVENUE.md | file | 5.7K | Sep 8 01:28 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,17,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/GAP_ANALYSIS.md | file | 18K | Sep 8 02:48 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,18,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/README.md | file | 571B | Sep 8 01:26 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,19,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/check_db.py | file | 2.8K | Sep 8 02:05 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,20,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/check_db2.py | file | 1.4K | Sep 8 02:08 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,21,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/check_routing.py | file | 431B | Sep 8 02:12 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,22,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),| MoneyMachine/docker-compose.yml | file | 458B | Sep 4 23:38 |,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,48,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- MoneyMachine/database/money_machine.db-wal (0B),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,49,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- MoneyMachine/data/npm-cache/_update-notifier-last-checked (0B),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/FILESYSTEM_INVENTORY.txt,50,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- MoneyMachine/data/playwright/chromium_headless_shell-1223/DEPENDENCIATED_VALIDATED (0B),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/HEAT_FORCE_PACKET.md,83,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Conclusion:** No actual send has been made for Heat Force through the MoneyMachine system.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/HERMES_RUNTIME.md,5,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Path:** /Users/yabigdd/.local/bin/hermes,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/HERMES_RUNTIME.md,7,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Install directory:** /Users/yabigdd/.hermes/hermes-agent,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/HERMES_RUNTIME.md,9,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **Python environment:** /Users/yabigdd/.hermes/hermes-agent/venv/bin/python (Python 3.14.7),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,18,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** Not found in MoneyMachine scripts,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,26,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** Not found in MoneyMachine scripts,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,34,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** Not found in MoneyMachine scripts,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,42,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** Not found in MoneyMachine scripts,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,50,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** ~/MoneyMachine/data/playwright/ (chromium installed),legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,58,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** ~/MoneyMachine/data/n8n/,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,73,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),### 9. MoneyMachine mm_operator.py,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/OUTBOUND_PATH_AUDIT.md,74,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),- **File:** ~/MoneyMachine/scripts/mm_operator.py,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,23,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"Only ai.hermes.gateway.plist (Hermes gateway, not MoneyMachine)",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,24,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),No MoneyMachine-specific LaunchAgents found.,legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,27,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"Job 1: ""Money Machine Daily Email Check"" (ID: 946df1bcd233)",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,30,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"  - Reason: ""MoneyMachine revenue upgrade: manual operator workflow; per-message approval required; legacy unsubscribe status unresolved""",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,33,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"Job 2: ""Money Machine 7-Day Follow-up"" (ID: 9e7ee8d9a697)",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
money-machine/CODEX_VERIFICATION_BUNDLE_2026-09-08/PROCESS_AND_SCHEDULE_AUDIT.txt,36,MoneyMachine/legacy paths,WEBSITES/BUISNESSaudits (display only),"  - Reason: ""MoneyMachine revenue upgrade: manual operator workflow; per-message approval required; legacy unsubscribe status unresolved""",legacy-reference-review-required,case-by-case,True,Preserved history/legacy reference; use canonical README and root mm,No change; original Git HEAD retained
